brand_name,slug,tagline,color_key,hex,color_desc,type_key,font,size,typo_desc
"Grindline Studio",grindline-studio,"Where Hustle Meets Flow",grindline.teal,#00A6A6,"Electric Teal — energy, modernity, movement, primary accent",type.body,"Libre Franklin",16.0,"Standard content, descriptions"
"Grindline Studio",grindline-studio,"Where Hustle Meets Flow",grindline.teal,#00A6A6,"Electric Teal — energy, modernity, movement, primary accent",type.button.large,Oswald,16.0,"Large CTAs — uppercase"
"Grindline Studio",grindline-studio,"Where Hustle Meets Flow",grindline.coral,#FF5A5F,"Burnt Coral — passion, urgency, call to action",type.body.small,"Libre Franklin",14.0,"Secondary information, metadata"
"Grindline Studio",grindline-studio,"Where Hustle Meets Flow",grindline.coral,#FF5A5F,"Burnt Coral — passion, urgency, call to action",type.button,Oswald,14.0,"Standard buttons — uppercase"
"Grindline Studio",grindline-studio,"Where Hustle Meets Flow",grindline.dark,#2E2E2E,"Asphalt Gray — base dark, urban grounding, night grind",type.body.small,"Libre Franklin",14.0,"Secondary information, metadata"
"Grindline Studio",grindline-studio,"Where Hustle Meets Flow",grindline.dark,#2E2E2E,"Asphalt Gray — base dark, urban grounding, night grind",type.button,Oswald,14.0,"Standard buttons — uppercase"
"Grindline Studio",grindline-studio,"Where Hustle Meets Flow",grindline.gold,#FFC857,"Warm Gold — achievement, spotlight, success moments",type.body.small,"Libre Franklin",14.0,"Secondary information, metadata"
"Grindline Studio",grindline-studio,"Where Hustle Meets Flow",grindline.gold,#FFC857,"Warm Gold — achievement, spotlight, success moments",type.button,Oswald,14.0,"Standard buttons — uppercase"
"Grindline Studio",grindline-studio,"Where Hustle Meets Flow",grindline.teal,#00A6A6,"Electric Teal — energy, modernity, movement, primary accent",type.body.small,"Libre Franklin",14.0,"Secondary information, metadata"
"Grindline Studio",grindline-studio,"Where Hustle Meets Flow",grindline.teal,#00A6A6,"Electric Teal — energy, modernity, movement, primary accent",type.button,Oswald,14.0,"Standard buttons — uppercase"
"Grindline Studio",grindline-studio,"Where Hustle Meets Flow",grindline.coral,#FF5A5F,"Burnt Coral — passion, urgency, call to action",type.caption,"Libre Franklin",12.0,"Tiny labels, timestamps"
"Grindline Studio",grindline-studio,"Where Hustle Meets Flow",grindline.dark,#2E2E2E,"Asphalt Gray — base dark, urban grounding, night grind",type.caption,"Libre Franklin",12.0,"Tiny labels, timestamps"
"Grindline Studio",grindline-studio,"Where Hustle Meets Flow",grindline.gold,#FFC857,"Warm Gold — achievement, spotlight, success moments",type.caption,"Libre Franklin",12.0,"Tiny labels, timestamps"
"Grindline Studio",grindline-studio,"Where Hustle Meets Flow",grindline.teal,#00A6A6,"Electric Teal — energy, modernity, movement, primary accent",type.caption,"Libre Franklin",12.0,"Tiny labels, timestamps"
"Radiant Systems",radiant-systems,"Operational Permanence",,,,,,,
"Style System",style-system,"Live, Interactive, Always in Sync",brand.primary,#3B82F6,"Primary actions, highlights, key icons, brand identity",,,,
"Style System",style-system,"Live, Interactive, Always in Sync",brand.primary.light,#60A5FA,"Hover states, secondary accents, lighter emphasis",,,,
"Style System",style-system,"Live, Interactive, Always in Sync",neutral.100,#F3F4F6,,,,,
"Style System",style-system,"Live, Interactive, Always in Sync",neutral.200,#E5E7EB,,,,,
"Style System",style-system,"Live, Interactive, Always in Sync",neutral.300,#D1D5DB,,,,,
"Style System",style-system,"Live, Interactive, Always in Sync",neutral.400,#9CA3AF,,,,,
"Style System",style-system,"Live, Interactive, Always in Sync",neutral.50,#F9FAFB,,,,,
"Style System",style-system,"Live, Interactive, Always in Sync",neutral.500,#6B7280,,,,,
"Style System",style-system,"Live, Interactive, Always in Sync",neutral.600,#4B5563,,,,,
"Style System",style-system,"Live, Interactive, Always in Sync",neutral.700,#374151,,,,,
"Style System",style-system,"Live, Interactive, Always in Sync",neutral.800,#1F2937,,,,,
"Style System",style-system,"Live, Interactive, Always in Sync",neutral.900,#111827,,,,,
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.primary,#1C2C4B,"Deep Indigo — primary brand identity, headings, key emphasis, trust and depth",type.display,"Noto Sans Display",40.0,"Hero text, landing pages, major impact"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.primary,#1C2C4B,"Deep Indigo — primary brand identity, headings, key emphasis, trust and depth",type.h1,"Noto Sans Display",32.0,"Page titles, phase headers"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.primary,#1C2C4B,"Deep Indigo — primary brand identity, headings, key emphasis, trust and depth",type.h2,"Noto Sans Display",28.0,"Section headers, major divisions"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.primary,#1C2C4B,"Deep Indigo — primary brand identity, headings, key emphasis, trust and depth",type.h3,"Noto Sans Display",22.0,"Subsection headers, lesson titles"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.primary,#1C2C4B,"Deep Indigo — primary brand identity, headings, key emphasis, trust and depth",type.body.large,Inter,18.0,"Lead paragraphs, introductions"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.primary,#1C2C4B,"Deep Indigo — primary brand identity, headings, key emphasis, trust and depth",type.h4,"Noto Sans Display",18.0,"Card titles, minor headings"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.primary,#1C2C4B,"Deep Indigo — primary brand identity, headings, key emphasis, trust and depth",type.body,Inter,16.0,"Standard content, instructions, descriptions"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.primary,#1C2C4B,"Deep Indigo — primary brand identity, headings, key emphasis, trust and depth",type.button,Inter,16.0,"Button labels, CTAs"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.primary,#1C2C4B,"Deep Indigo — primary brand identity, headings, key emphasis, trust and depth",type.emphasis,Inter,16.0,"Emphasized body text, key concepts"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.primary,#1C2C4B,"Deep Indigo — primary brand identity, headings, key emphasis, trust and depth",type.body.small,Inter,14.0,"Secondary information, metadata"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.primary,#1C2C4B,"Deep Indigo — primary brand identity, headings, key emphasis, trust and depth",type.label,Inter,14.0,"Form labels, card categories, phase labels"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.primary,#1C2C4B,"Deep Indigo — primary brand identity, headings, key emphasis, trust and depth",type.caption,Inter,12.0,"Tiny labels, timestamps, footnotes"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",neutral.mid,#9E9E9E,"Mid grey — borders, dividers, inactive states",type.display,"Noto Sans Display",40.0,"Hero text, landing pages, major impact"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",neutral.white,#FFFFFF,"Pure white — overlays, highest contrast",type.display,"Noto Sans Display",40.0,"Hero text, landing pages, major impact"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",neutral.mid,#9E9E9E,"Mid grey — borders, dividers, inactive states",type.h1,"Noto Sans Display",32.0,"Page titles, phase headers"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",neutral.white,#FFFFFF,"Pure white — overlays, highest contrast",type.h1,"Noto Sans Display",32.0,"Page titles, phase headers"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",neutral.mid,#9E9E9E,"Mid grey — borders, dividers, inactive states",type.h2,"Noto Sans Display",28.0,"Section headers, major divisions"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",neutral.white,#FFFFFF,"Pure white — overlays, highest contrast",type.h2,"Noto Sans Display",28.0,"Section headers, major divisions"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",neutral.mid,#9E9E9E,"Mid grey — borders, dividers, inactive states",type.h3,"Noto Sans Display",22.0,"Subsection headers, lesson titles"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",neutral.white,#FFFFFF,"Pure white — overlays, highest contrast",type.h3,"Noto Sans Display",22.0,"Subsection headers, lesson titles"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",neutral.mid,#9E9E9E,"Mid grey — borders, dividers, inactive states",type.body.large,Inter,18.0,"Lead paragraphs, introductions"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",neutral.mid,#9E9E9E,"Mid grey — borders, dividers, inactive states",type.h4,"Noto Sans Display",18.0,"Card titles, minor headings"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",neutral.white,#FFFFFF,"Pure white — overlays, highest contrast",type.body.large,Inter,18.0,"Lead paragraphs, introductions"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",neutral.white,#FFFFFF,"Pure white — overlays, highest contrast",type.h4,"Noto Sans Display",18.0,"Card titles, minor headings"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",neutral.mid,#9E9E9E,"Mid grey — borders, dividers, inactive states",type.body,Inter,16.0,"Standard content, instructions, descriptions"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",neutral.mid,#9E9E9E,"Mid grey — borders, dividers, inactive states",type.button,Inter,16.0,"Button labels, CTAs"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",neutral.mid,#9E9E9E,"Mid grey — borders, dividers, inactive states",type.emphasis,Inter,16.0,"Emphasized body text, key concepts"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",neutral.white,#FFFFFF,"Pure white — overlays, highest contrast",type.body,Inter,16.0,"Standard content, instructions, descriptions"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",neutral.white,#FFFFFF,"Pure white — overlays, highest contrast",type.button,Inter,16.0,"Button labels, CTAs"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",neutral.white,#FFFFFF,"Pure white — overlays, highest contrast",type.emphasis,Inter,16.0,"Emphasized body text, key concepts"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",neutral.mid,#9E9E9E,"Mid grey — borders, dividers, inactive states",type.body.small,Inter,14.0,"Secondary information, metadata"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",neutral.mid,#9E9E9E,"Mid grey — borders, dividers, inactive states",type.label,Inter,14.0,"Form labels, card categories, phase labels"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",neutral.white,#FFFFFF,"Pure white — overlays, highest contrast",type.body.small,Inter,14.0,"Secondary information, metadata"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",neutral.white,#FFFFFF,"Pure white — overlays, highest contrast",type.label,Inter,14.0,"Form labels, card categories, phase labels"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",neutral.mid,#9E9E9E,"Mid grey — borders, dividers, inactive states",type.caption,Inter,12.0,"Tiny labels, timestamps, footnotes"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",neutral.white,#FFFFFF,"Pure white — overlays, highest contrast",type.caption,Inter,12.0,"Tiny labels, timestamps, footnotes"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.error,#C5544D,"Terra Cotta — errors, critical alerts, needs correction",type.display,"Noto Sans Display",40.0,"Hero text, landing pages, major impact"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.success,#88A57B,"Sage Green — success states, completion, mastery achieved",type.display,"Noto Sans Display",40.0,"Hero text, landing pages, major impact"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.warning,#E2B13C,"Amber — warnings, attention needed, caution",type.display,"Noto Sans Display",40.0,"Hero text, landing pages, major impact"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.neutralDark,#4A4A4A,"Stone Grey — body text, secondary headings, grounded elements",type.display,"Noto Sans Display",40.0,"Hero text, landing pages, major impact"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.neutralLight,#F5F5F5,"Soft Background — page base, card surfaces, breathing space",type.display,"Noto Sans Display",40.0,"Hero text, landing pages, major impact"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.secondary,#A78A55,"Warm Gold — achievement, value, highlights, progress indicators",type.display,"Noto Sans Display",40.0,"Hero text, landing pages, major impact"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.error,#C5544D,"Terra Cotta — errors, critical alerts, needs correction",type.h1,"Noto Sans Display",32.0,"Page titles, phase headers"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.success,#88A57B,"Sage Green — success states, completion, mastery achieved",type.h1,"Noto Sans Display",32.0,"Page titles, phase headers"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.warning,#E2B13C,"Amber — warnings, attention needed, caution",type.h1,"Noto Sans Display",32.0,"Page titles, phase headers"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.neutralDark,#4A4A4A,"Stone Grey — body text, secondary headings, grounded elements",type.h1,"Noto Sans Display",32.0,"Page titles, phase headers"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.neutralLight,#F5F5F5,"Soft Background — page base, card surfaces, breathing space",type.h1,"Noto Sans Display",32.0,"Page titles, phase headers"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.secondary,#A78A55,"Warm Gold — achievement, value, highlights, progress indicators",type.h1,"Noto Sans Display",32.0,"Page titles, phase headers"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.error,#C5544D,"Terra Cotta — errors, critical alerts, needs correction",type.h2,"Noto Sans Display",28.0,"Section headers, major divisions"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.success,#88A57B,"Sage Green — success states, completion, mastery achieved",type.h2,"Noto Sans Display",28.0,"Section headers, major divisions"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.warning,#E2B13C,"Amber — warnings, attention needed, caution",type.h2,"Noto Sans Display",28.0,"Section headers, major divisions"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.neutralDark,#4A4A4A,"Stone Grey — body text, secondary headings, grounded elements",type.h2,"Noto Sans Display",28.0,"Section headers, major divisions"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.neutralLight,#F5F5F5,"Soft Background — page base, card surfaces, breathing space",type.h2,"Noto Sans Display",28.0,"Section headers, major divisions"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.secondary,#A78A55,"Warm Gold — achievement, value, highlights, progress indicators",type.h2,"Noto Sans Display",28.0,"Section headers, major divisions"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.error,#C5544D,"Terra Cotta — errors, critical alerts, needs correction",type.h3,"Noto Sans Display",22.0,"Subsection headers, lesson titles"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.success,#88A57B,"Sage Green — success states, completion, mastery achieved",type.h3,"Noto Sans Display",22.0,"Subsection headers, lesson titles"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.warning,#E2B13C,"Amber — warnings, attention needed, caution",type.h3,"Noto Sans Display",22.0,"Subsection headers, lesson titles"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.neutralDark,#4A4A4A,"Stone Grey — body text, secondary headings, grounded elements",type.h3,"Noto Sans Display",22.0,"Subsection headers, lesson titles"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.neutralLight,#F5F5F5,"Soft Background — page base, card surfaces, breathing space",type.h3,"Noto Sans Display",22.0,"Subsection headers, lesson titles"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.secondary,#A78A55,"Warm Gold — achievement, value, highlights, progress indicators",type.h3,"Noto Sans Display",22.0,"Subsection headers, lesson titles"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.error,#C5544D,"Terra Cotta — errors, critical alerts, needs correction",type.body.large,Inter,18.0,"Lead paragraphs, introductions"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.error,#C5544D,"Terra Cotta — errors, critical alerts, needs correction",type.h4,"Noto Sans Display",18.0,"Card titles, minor headings"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.success,#88A57B,"Sage Green — success states, completion, mastery achieved",type.body.large,Inter,18.0,"Lead paragraphs, introductions"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.success,#88A57B,"Sage Green — success states, completion, mastery achieved",type.h4,"Noto Sans Display",18.0,"Card titles, minor headings"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.warning,#E2B13C,"Amber — warnings, attention needed, caution",type.body.large,Inter,18.0,"Lead paragraphs, introductions"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.warning,#E2B13C,"Amber — warnings, attention needed, caution",type.h4,"Noto Sans Display",18.0,"Card titles, minor headings"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.neutralDark,#4A4A4A,"Stone Grey — body text, secondary headings, grounded elements",type.body.large,Inter,18.0,"Lead paragraphs, introductions"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.neutralDark,#4A4A4A,"Stone Grey — body text, secondary headings, grounded elements",type.h4,"Noto Sans Display",18.0,"Card titles, minor headings"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.neutralLight,#F5F5F5,"Soft Background — page base, card surfaces, breathing space",type.body.large,Inter,18.0,"Lead paragraphs, introductions"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.neutralLight,#F5F5F5,"Soft Background — page base, card surfaces, breathing space",type.h4,"Noto Sans Display",18.0,"Card titles, minor headings"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.secondary,#A78A55,"Warm Gold — achievement, value, highlights, progress indicators",type.body.large,Inter,18.0,"Lead paragraphs, introductions"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.secondary,#A78A55,"Warm Gold — achievement, value, highlights, progress indicators",type.h4,"Noto Sans Display",18.0,"Card titles, minor headings"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.error,#C5544D,"Terra Cotta — errors, critical alerts, needs correction",type.body,Inter,16.0,"Standard content, instructions, descriptions"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.error,#C5544D,"Terra Cotta — errors, critical alerts, needs correction",type.button,Inter,16.0,"Button labels, CTAs"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.error,#C5544D,"Terra Cotta — errors, critical alerts, needs correction",type.emphasis,Inter,16.0,"Emphasized body text, key concepts"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.success,#88A57B,"Sage Green — success states, completion, mastery achieved",type.body,Inter,16.0,"Standard content, instructions, descriptions"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.success,#88A57B,"Sage Green — success states, completion, mastery achieved",type.button,Inter,16.0,"Button labels, CTAs"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.success,#88A57B,"Sage Green — success states, completion, mastery achieved",type.emphasis,Inter,16.0,"Emphasized body text, key concepts"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.warning,#E2B13C,"Amber — warnings, attention needed, caution",type.body,Inter,16.0,"Standard content, instructions, descriptions"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.warning,#E2B13C,"Amber — warnings, attention needed, caution",type.button,Inter,16.0,"Button labels, CTAs"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.warning,#E2B13C,"Amber — warnings, attention needed, caution",type.emphasis,Inter,16.0,"Emphasized body text, key concepts"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.neutralDark,#4A4A4A,"Stone Grey — body text, secondary headings, grounded elements",type.body,Inter,16.0,"Standard content, instructions, descriptions"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.neutralDark,#4A4A4A,"Stone Grey — body text, secondary headings, grounded elements",type.button,Inter,16.0,"Button labels, CTAs"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.neutralDark,#4A4A4A,"Stone Grey — body text, secondary headings, grounded elements",type.emphasis,Inter,16.0,"Emphasized body text, key concepts"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.neutralLight,#F5F5F5,"Soft Background — page base, card surfaces, breathing space",type.body,Inter,16.0,"Standard content, instructions, descriptions"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.neutralLight,#F5F5F5,"Soft Background — page base, card surfaces, breathing space",type.button,Inter,16.0,"Button labels, CTAs"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.neutralLight,#F5F5F5,"Soft Background — page base, card surfaces, breathing space",type.emphasis,Inter,16.0,"Emphasized body text, key concepts"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.secondary,#A78A55,"Warm Gold — achievement, value, highlights, progress indicators",type.body,Inter,16.0,"Standard content, instructions, descriptions"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.secondary,#A78A55,"Warm Gold — achievement, value, highlights, progress indicators",type.button,Inter,16.0,"Button labels, CTAs"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.secondary,#A78A55,"Warm Gold — achievement, value, highlights, progress indicators",type.emphasis,Inter,16.0,"Emphasized body text, key concepts"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.error,#C5544D,"Terra Cotta — errors, critical alerts, needs correction",type.body.small,Inter,14.0,"Secondary information, metadata"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.error,#C5544D,"Terra Cotta — errors, critical alerts, needs correction",type.label,Inter,14.0,"Form labels, card categories, phase labels"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.success,#88A57B,"Sage Green — success states, completion, mastery achieved",type.body.small,Inter,14.0,"Secondary information, metadata"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.success,#88A57B,"Sage Green — success states, completion, mastery achieved",type.label,Inter,14.0,"Form labels, card categories, phase labels"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.warning,#E2B13C,"Amber — warnings, attention needed, caution",type.body.small,Inter,14.0,"Secondary information, metadata"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.warning,#E2B13C,"Amber — warnings, attention needed, caution",type.label,Inter,14.0,"Form labels, card categories, phase labels"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.neutralDark,#4A4A4A,"Stone Grey — body text, secondary headings, grounded elements",type.body.small,Inter,14.0,"Secondary information, metadata"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.neutralDark,#4A4A4A,"Stone Grey — body text, secondary headings, grounded elements",type.label,Inter,14.0,"Form labels, card categories, phase labels"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.neutralLight,#F5F5F5,"Soft Background — page base, card surfaces, breathing space",type.body.small,Inter,14.0,"Secondary information, metadata"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.neutralLight,#F5F5F5,"Soft Background — page base, card surfaces, breathing space",type.label,Inter,14.0,"Form labels, card categories, phase labels"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.secondary,#A78A55,"Warm Gold — achievement, value, highlights, progress indicators",type.body.small,Inter,14.0,"Secondary information, metadata"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.secondary,#A78A55,"Warm Gold — achievement, value, highlights, progress indicators",type.label,Inter,14.0,"Form labels, card categories, phase labels"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.error,#C5544D,"Terra Cotta — errors, critical alerts, needs correction",type.caption,Inter,12.0,"Tiny labels, timestamps, footnotes"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.success,#88A57B,"Sage Green — success states, completion, mastery achieved",type.caption,Inter,12.0,"Tiny labels, timestamps, footnotes"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",accent.warning,#E2B13C,"Amber — warnings, attention needed, caution",type.caption,Inter,12.0,"Tiny labels, timestamps, footnotes"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.neutralDark,#4A4A4A,"Stone Grey — body text, secondary headings, grounded elements",type.caption,Inter,12.0,"Tiny labels, timestamps, footnotes"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.neutralLight,#F5F5F5,"Soft Background — page base, card surfaces, breathing space",type.caption,Inter,12.0,"Tiny labels, timestamps, footnotes"
"VSM School",vsm-school,"From foundation to mastery, one phase at a time",brand.secondary,#A78A55,"Warm Gold — achievement, value, highlights, progress indicators",type.caption,Inter,12.0,"Tiny labels, timestamps, footnotes"
